帐号ID,帐号名,帐号密码,角色名称1,角色ID1,出生坐标x,出生坐标y,出生坐标z
5097,ST8153,g,杀你怎么着2,1002305073,20,10,20
5098,ST7660,g,天法欣雨,1002298963,20,10,20
5099,ST7661,g,qq851681322,1002298433,20,10,20
5100,ST8016,g,霞梨,1002290144,20,10,20
5101,ST8017,g,TT开心,1002290849,20,10,20
5102,ST8154,g,英雄路,1002250715,20,10,20
5103,ST8390,g,梦遗真人,1002231309,20,10,20
5104,ST8201,g,当和尚炮尼姑,1002217867,20,10,20
5105,ST8198,g,V龙女G,1002220133,20,10,20
5106,ST8195,g,黑色龙卷风,1002119039,20,10,20
5107,ST8196,g,夺命仙子,1002119506,20,10,20
5108,ST8300,g,梦唤小魔女,1002124335,20,10,20
5109,ST8301,g,任世界荒芜,1002124472,20,10,20
5110,ST7662,g,天王之黄者,1002111315,20,10,20
5111,ST8155,g,老黑雀,1002103549,20,10,20
5112,ST8299,g,qwhdeqdh,1002085596,20,10,20
5113,ST7773,g,义天,1002079234,20,10,20
5114,ST7774,g,天下第一剑4,1002079518,20,10,20
5115,ST7775,g,青风明月,1002080044,20,10,20
5116,ST8197,g,港湾前往,1002181376,20,10,20
5117,ST8200,g,雄霸天下步惊云,1002179579,20,10,20
5118,ST8015,g,碎心之恋,1002166027,20,10,20
5119,ST8302,g,归来之战,1002186500,20,10,20
5120,ST8158,g,江南丶雪,1002841072,20,10,20
5121,ST7657,g,亡灵王室,1002827204,20,10,20
5122,ST7656,g,太傻太天真,1002832332,20,10,20
5123,ST8018,g,砍你就对了,1002865470,20,10,20
5124,ST8269,g,幽冥玉婷,1002818491,20,10,20
5125,ST7815,g,而代枭雄,1002781142,20,10,20
5126,ST8020,g,爱爱妖那,1002785083,20,10,20
5127,ST8019,g,皇朝煞神,1002791847,20,10,20
5128,ST8391,g,残忍姬妃,1002737301,20,10,20
5129,ST7897,g,尘封灬,1002732614,20,10,20
5130,ST7901,g,冷血V公主,1002731128,20,10,20
5131,ST7900,g,远正520,1002726479,20,10,20
5132,ST8292,g,沁春雪,1002757087,20,10,20
5133,ST7899,g,孤星创vv潍,1002678771,20,10,20
5134,ST8293,g,蒋少野,1002666947,20,10,20
5135,ST7813,g,stkkkkkk,1002687044,20,10,20
5136,ST8021,g,蓝色蛛蛛,1002651127,20,10,20
5137,ST8392,g,一oO霸道Oo一,1002629647,20,10,20
5138,ST7659,g,冰冷之焰,1002487104,20,10,20
5139,ST7658,g,天山下的剑客,1002491444,20,10,20
5140,ST8204,g,霸者神幽,1002501754,20,10,20
5141,ST8205,g,爸来也,1002500235,20,10,20
5142,ST8157,g,CCTV09,1002485406,20,10,20
5143,ST8294,g,灞盗,1002475491,20,10,20
5144,ST8022,g,航空妈妈,1002948562,20,10,20
5145,ST7898,g,Andy雪,1002974587,20,10,20
5146,ST7816,g,丨花弈灬残羽丨,1002999046,20,10,20
5147,ST7814,g,星月MOM双鱼,1002889501,20,10,20
5148,ST8159,g,幻灵天仙,1003019298,20,10,20
5149,ST7653,g,圣帝亚哥,1003096908,20,10,20
5150,ST8023,g,伤D落寞,1003101559,20,10,20
5151,ST8273,g,邪剑帝王,1003268256,20,10,20
5152,ST8303,g,泶茔髹荦畋螫婺,1003256283,20,10,20
5153,ST8036,g,2010辉一战,1003279740,20,10,20
5154,ST7654,g,烟酒狼,1003308469,20,10,20
5155,ST8305,g,奕苍天,1003330634,20,10,20
5156,ST7989,g,我想你妹妹,1003337731,20,10,20
5157,ST7987,g,看我别流口水,1003344580,20,10,20
5158,ST8030,g,落泪的梦精灵,1003189382,20,10,20
5159,ST7655,g,当年小木,1003179022,20,10,20
5160,ST8031,g,诺情变成线索,1003187927,20,10,20
5161,ST8032,g,丨末灬雅苒,1003190448,20,10,20
5162,ST7817,g,绝冥之恨,1003137751,20,10,20
5163,ST7818,g,爱斯懿卒,1003139812,20,10,20
5164,ST7986,g,Amani金,1003175340,20,10,20
5165,ST8271,g,跨下一股风,1003163613,20,10,20
5166,ST8272,g,黑糊糊有,1003166433,20,10,20
5167,ST8304,g,女神现身,1003480512,20,10,20
5168,ST8033,g,杀神皇家族,1003481761,20,10,20
5169,ST8034,g,迷蕾,1003484251,20,10,20
5170,ST8475,g,笑影书生,1003467281,20,10,20
5171,ST7823,g,守护小妃,1003432153,20,10,20
5172,ST8270,g,18柳芳,1003449452,20,10,20
5173,ST7988,g,铭蓖,1003515665,20,10,20
5174,ST8035,g,WO只叼迩,1003533178,20,10,20
5175,ST7985,g,苏小灵,1003523766,20,10,20
5176,ST7902,g,冰霜@雪凤,1003574512,20,10,20
5177,ST8476,g,幽冥都尊,1003547867,20,10,20
5178,ST8474,g,皓卩雪长,1003802265,20,10,20
5179,ST8039,g,叶霓裳,1003820849,20,10,20
5180,ST8040,g,天龙宝气,1003815779,20,10,20
5181,ST7990,g,情人之恋,1003635028,20,10,20
5182,ST8274,g,成员185,1003622633,20,10,20
5183,ST8041,g,想你的梦可人,1003711411,20,10,20
5184,ST7820,g,风格后天打通,1003979343,20,10,20
5185,ST7821,g,哼哼V风,1003983464,20,10,20
5186,ST7984,g,淼Kiss淼V,1003911100,20,10,20
5187,ST8037,g,我来打菜油的,1004056565,20,10,20
5188,ST8406,g,丿淡灬如烟丶,1004040979,20,10,20
5189,ST8407,g,笑一到倒,1004044225,20,10,20
5190,ST7737,g,风落黄泉,1004198758,20,10,20
5191,ST8038,g,独孤放,1004139486,20,10,20
5192,ST8221,g,丶回眸两相视,1004136049,20,10,20
5193,ST7822,g,踏遍全国,1004100163,20,10,20
5194,ST7735,g,圣帝VBoss,1004092043,20,10,20
5195,ST7736,g,依然_留恋你,1004084484,20,10,20
5196,ST8219,g,哦也酷敝了,1004234748,20,10,20
5197,ST8411,g,钕孩WO不理,1004250979,20,10,20
5198,ST7903,g,O老鼠调戏猫O,1004265383,20,10,20
5199,ST7826,g,流木,1004286821,20,10,20
5200,ST8217,g,非法灬主犯,1004328189,20,10,20
5201,ST8218,g,黑暗王者yl,1004326558,20,10,20
5202,ST8220,g,非礼忽视,1004323528,20,10,20
5203,ST7738,g,最强冰火女王,1004439315,20,10,20
5204,ST8029,g,暴力男%%%%,1004451092,20,10,20
5205,ST7824,g,你在那鱼肝油,1004392339,20,10,20
5206,ST7739,g,暗黑公主ykx,1004434530,20,10,20
5207,ST8028,g,四号的悲伤,1004442283,20,10,20
5208,ST7991,g,pp195,1004470278,20,10,20
5209,ST8408,g,小小心翼翼,1004347904,20,10,20
5210,ST8409,g,卜爱请放手,1004350904,20,10,20
5211,ST7904,g,神话008第一代,1004340727,20,10,20
5212,ST7825,g,逍遥晨风,1004389040,20,10,20
5213,ST7998,g,梦壹生,1004956727,20,10,20
5214,ST8208,g,乜许流泪`,1004921039,20,10,20
5215,ST7747,g,北方虎王,1004986947,20,10,20
5216,ST8311,g,忘记戴胸照,1004972464,20,10,20
5217,ST8310,g,爱不想离开,1004981846,20,10,20
5218,ST8085,g,紫魔灬飞舞,1005042363,20,10,20
5219,ST8209,g,灭绝PK帝国,1005015211,20,10,20
5220,ST7905,g,心之谷天涯,1004900411,20,10,20
5221,ST8413,g,小小王者之王,1004913076,20,10,20
5222,ST8206,g,逃避健,1004914273,20,10,20
5223,ST8207,g,调戏少女,1004914568,20,10,20
5224,ST8215,g,紫荆小仙女,1004852857,20,10,20
5225,ST8216,g,铁烟斗,1004855259,20,10,20
5226,ST8410,g,迷惑555,1004801537,20,10,20
5227,ST8412,g,灭世男爵,1004839331,20,10,20
5228,ST7997,g,恒泰街医生,1004750884,20,10,20
5229,ST8214,g,绝世强仔,1004755192,20,10,20
5230,ST8213,g,魔神之流氓,1004770994,20,10,20
5231,ST8211,g,Mars残剑飞雪,1004656532,20,10,20
5232,ST8307,g,幽魂魔煞,1004519667,20,10,20
5233,ST7740,g,虎飞,1004559761,20,10,20
5234,ST8212,g,Mc_怜星,1004542644,20,10,20
5235,ST8306,g,不想伤害你#,1004611161,20,10,20
5236,ST7992,g,默契阳爷,1004628041,20,10,20
5237,ST7741,g,lucy007,1004563721,20,10,20
5238,ST7910,g,都市祥云,1005603162,20,10,20
5239,ST7994,g,我按时个,1005591920,20,10,20
5240,ST8313,g,无畏战士狂,1005572220,20,10,20
5241,ST8419,g,Oo指尖D旋律oO,1005654106,20,10,20
5242,ST7832,g,黑撒旦,1005645258,20,10,20
5243,ST8314,g,无情V魔君,1005683498,20,10,20
5244,ST8164,g,扶摇太子,1005511888,20,10,20
5245,ST8082,g,不懂情是吗,1005488596,20,10,20
5246,ST7831,g,上官传X奇,1005500543,20,10,20
5247,ST7995,g,矛头混混,1005452484,20,10,20
5248,ST8087,g,O南风VS小帅O,1005479970,20,10,20
5249,ST7829,g,彡乖彡,1005397161,20,10,20
5250,ST8083,g,花残了,1005225259,20,10,20
5251,ST8418,g,王者丨丨幽冥,1005269403,20,10,20
5252,ST7742,g,天山灵剑,1005295072,20,10,20
5253,ST7744,g,丿生死丶判官,1005299993,20,10,20
5254,ST7830,g,请你往下摸,1005395021,20,10,20
5255,ST8312,g,嗜魂烈焰,1005344673,20,10,20
5256,ST8088,g,飞头头,1005321145,20,10,20
5257,ST8210,g,croo1,1005129401,20,10,20
5258,ST8161,g,蝴蝶Mr,1005138564,20,10,20
5259,ST7819,g,光三圣,1005104992,20,10,20
5260,ST7746,g,丿妮丶卟配丨丶,1005092773,20,10,20
5261,ST8309,g,噬神杀佛,1005055830,20,10,20
5262,ST8084,g,ycxdf,1005148122,20,10,20
5263,ST8086,g,花谢V自相惜,1005218901,20,10,20
5264,ST7743,g,九幽艾阳,1005203558,20,10,20
5265,ST7745,g,云中漫步的风,1005212970,20,10,20
5266,ST7999,g,幽幽茗,1005161183,20,10,20
5267,ST8308,g,心的守侯,1005180035,20,10,20
5268,ST8160,g,逍遥虎剑,1005891212,20,10,20
5269,ST7828,g,魔界$至尊,1005909196,20,10,20
5270,ST7748,g,原来这么伤,1005955338,20,10,20
5271,ST7908,g,第九十章,1005852052,20,10,20
5272,ST7909,g,丶`寒冰`丶,1005855566,20,10,20
5273,ST8162,g,九冥幽神,1005884953,20,10,20
5274,ST8163,g,火云邪神888,1005887808,20,10,20
5275,ST8090,g,星辰刀圣,1005868556,20,10,20
5276,ST7750,g,o美的电饭锅,1005834168,20,10,20
5277,ST7996,g,正义使者888,1005838812,20,10,20
5278,ST7749,g,O浪O仔,1005830863,20,10,20
5279,ST7827,g,封存VS,1005818023,20,10,20
5280,ST7993,g,gao88,1005728727,20,10,20
5281,ST7907,g,红颜诱人爱,1006190143,20,10,20
5282,ST7906,g,独孤一剑1,1006197382,20,10,20
5283,ST8417,g,灵love,1006173263,20,10,20
5284,ST8001,g,safafafasfsa,1006249719,20,10,20
5285,ST7751,g,w1432,1006227901,20,10,20
5286,ST8003,g,海阔==天空,1006246035,20,10,20
5287,ST8320,g,奔逸绝尘lyq,1006024833,20,10,20
5288,ST8321,g,Memory冥,1006025862,20,10,20
5289,ST8420,g,皓月天手,1006039040,20,10,20
5290,ST8421,g,邪0剑仙0,1006039644,20,10,20
5291,ST8089,g,龙吟霸主之剑仙,1006052049,20,10,20
5292,ST8042,g,堕落di男孩,1006743011,20,10,20
5293,ST8043,g,幽魂丨狂龙,1006744163,20,10,20
5294,ST8316,g,哥是很难过,1006779194,20,10,20
5295,ST7911,g,鲤#痛苦,1006556174,20,10,20
5296,ST8414,g,咱猪头1个,1006587269,20,10,20
5297,ST8416,g,广东爱人,1006579619,20,10,20
5298,ST8226,g,拉萨上空,1006645657,20,10,20
5299,ST8000,g,水清灵8,1006626562,20,10,20
5300,ST8044,g,弑魂丨轩辕灬,1006614034,20,10,20
5301,ST8317,g,我爱海绵宝宝,1006607345,20,10,20
5302,ST8002,g,紫e恋,1006468589,20,10,20
5303,ST8045,g,极品%红石,1006444930,20,10,20
5304,ST8091,g,注定悲伤567,1006439253,20,10,20
5305,ST7912,g,呼儿@欲出换美,1006405073,20,10,20
5306,ST8318,g,极度%无名,1006395425,20,10,20
5307,ST8319,g,洋瓷娃娃,1006396400,20,10,20
5308,ST7913,g,君洋@小娃娃,1006411294,20,10,20
5309,ST8415,g,小天师悠悠,1006367040,20,10,20
5310,ST7670,g,追忆丨丶独火,1007284052,20,10,20
5311,ST7671,g,床上的呐喊声哈,1007286373,20,10,20
5312,ST8393,g,帅气云少,1007264271,20,10,20
5313,ST8398,g,你副了,1007271578,20,10,20
5314,ST8394,g,均三,1007270029,20,10,20
5315,ST8395,g,李0大0嘴,1007270672,20,10,20
5316,ST8229,g,灭世@@无双,1007215323,20,10,20
5317,ST7834,g,秋刀剪燕影,1007250012,20,10,20
5318,ST8323,g,v归海v一刀,1007182870,20,10,20
5319,ST7931,g,龙雨阁丶妖姬,1007166637,20,10,20
5320,ST8396,g,我来也是神的,1007123336,20,10,20
5321,ST8397,g,丨君临天下,1007122631,20,10,20
5322,ST8230,g,永不放弃DE俺,1007091469,20,10,20
5323,ST8227,g,天使的安排,1007001629,20,10,20
5324,ST8046,g,杀我死全家0,1006951812,20,10,20
5325,ST8322,g,天涯浪人少云,1006896942,20,10,20
5326,ST8315,g,Angel丶潇洒哥,1006903856,20,10,20
5327,ST8225,g,耍乐,1006905935,20,10,20
5328,ST7833,g,弄神农,1006832508,20,10,20
5329,ST8102,g,随你要吗,1007855107,20,10,20
5330,ST8103,g,挑战麒麟,1007850530,20,10,20
5331,ST7929,g,神鹿112,1007762376,20,10,20
5332,ST7674,g,超感警探,1007801053,20,10,20
5333,ST8404,g,lianjie,1007787046,20,10,20
5334,ST8403,g,哥我紫是传说,1007783409,20,10,20
5335,ST7675,g,那梦x醒了,1007803179,20,10,20
5336,ST8224,g,武圣之光123,1007809905,20,10,20
5337,ST8423,g,天狼傲三国2,1007896534,20,10,20
5338,ST8424,g,东门小雪,1007896715,20,10,20
5339,ST7836,g,血海灵辉,1007840870,20,10,20
5340,ST7669,g,小左来了,1007900770,20,10,20
5341,ST7667,g,龙儿VSlove,1008005898,20,10,20
5342,ST7941,g,欧阳佳凡,1007984845,20,10,20
5343,ST7668,g,啊柑达,1007997443,20,10,20
5344,ST8101,g,丿Vip丶丨小安,1008065332,20,10,20
5345,ST7933,g,风之华,1008074698,20,10,20
5346,ST7934,g,糖2010,1008079131,20,10,20
5347,ST8331,g,馨月妹儿,1008013620,20,10,20
5348,ST7839,g,寂寞追梦,1008035866,20,10,20
5349,ST8168,g,风之寒1,1008178082,20,10,20
5350,ST8100,g,傲视无名侠,1008188643,20,10,20
5351,ST7840,g,凤云88688,1008162482,20,10,20
5352,ST8425,g,丿Kiss丶子秦,1008136167,20,10,20
5353,ST7942,g,一休```哥,1008085817,20,10,20
5354,ST7943,g,柔情晓月,1008087166,20,10,20
5355,ST8223,g,为你执著梦,1007719995,20,10,20
5356,ST8222,g,风吻无忌,1007716666,20,10,20
5357,ST7928,g,空聊生君,1007755426,20,10,20
5358,ST8104,g,a杀破狼a,1007748659,20,10,20
5359,ST8105,g,凯只LOVE猪,1007753858,20,10,20
5360,ST8405,g,我爱E,1007702127,20,10,20
5361,ST8401,g,啊741,1007621191,20,10,20
5362,ST8402,g,焱真,1007623908,20,10,20
5363,ST7837,g,至尊の教父,1007556774,20,10,20
5364,ST7838,g,昨成,1007554358,20,10,20
5365,ST8330,g,zgss,1007435500,20,10,20
5366,ST8400,g,邪邪===杀龙,1007469025,20,10,20
5367,ST8399,g,传说胖胖有泪,1007471169,20,10,20
5368,ST7676,g,红苹果1,1007513750,20,10,20
5369,ST8329,g,蓝叫,1007523560,20,10,20
5370,ST7672,g,恋爱0伤痕,1007366508,20,10,20
5371,ST7673,g,武圣0088888888,1007371636,20,10,20
5372,ST8004,g,xiaolin302129,1007343468,20,10,20
5373,ST8005,g,miss初醒,1007345331,20,10,20
5374,ST7835,g,饿犯得上发生,1007357036,20,10,20
5375,ST8228,g,@髯髯公主,1007326077,20,10,20
5376,ST7930,g,独孤VS法神,1007305780,20,10,20
5377,ST8478,g,人界自尊宝,1009245941,20,10,20
5378,ST8479,g,闫金文,1009238924,20,10,20
5379,ST7782,g,$冷漠逍遥,1009208532,20,10,20
5380,ST7783,g,森狼一号,1009218610,20,10,20
5381,ST7949,g,见风,1009365454,20,10,20
5382,ST8165,g,男人的不是好人,1009345506,20,10,20
5383,ST8053,g,流氓圣男,1009286196,20,10,20
5384,ST7707,g,哥依然潇洒2,1009309889,20,10,20
5385,ST8166,g,彩`泡沫,1008890851,20,10,20
5386,ST8428,g,觉得很合适,1008826326,20,10,20
5387,ST8054,g,ds23w,1008847110,20,10,20
5388,ST7866,g,跟人学,1008860664,20,10,20
5389,ST7867,g,请安装形式为达,1008860670,20,10,20
5390,ST8098,g,昊天@,1008835312,20,10,20
5391,ST8097,g,暗夜@魔君,1008844035,20,10,20
5392,ST8480,g,不料,1008953618,20,10,20
5393,ST7708,g,任务3号,1008915624,20,10,20
5394,ST7709,g,逍遥占戈云鬼,1008923452,20,10,20
5395,ST8333,g,王室陈,1009057421,20,10,20
5396,ST7868,g,Mr丶太子,1008958027,20,10,20
5397,ST8094,g,Annakl,1008588372,20,10,20
5398,ST8095,g,慕孤单,1008589000,20,10,20
5399,ST8426,g,酷哥一,1008526471,20,10,20
5400,ST7779,g,封中@极速,1008674378,20,10,20
5401,ST7780,g,想你心会痛1,1008666005,20,10,20
5402,ST7781,g,飞儿8,1008666030,20,10,20
5403,ST7712,g,铃枫龙浪,1008621638,20,10,20
5404,ST7711,g,佳哦也,1008628662,20,10,20
5405,ST7946,g,来来也,1008644601,20,10,20
5406,ST7710,g,舞舞舞舞刀,1008765712,20,10,20
5407,ST8167,g,周笑杰飞,1008788795,20,10,20
5408,ST7778,g,丨神话丨灬冷寂,1008792889,20,10,20
5409,ST7777,g,决胜の天下,1008794828,20,10,20
5410,ST7947,g,Milic痕,1008741918,20,10,20
5411,ST7948,g,白桦冰之葬,1008742315,20,10,20
5412,ST7945,g,其实很爱DV你,1008729979,20,10,20
5413,ST8092,g,恰噶匪婆,1008712606,20,10,20
5414,ST8093,g,笑傲唐风,1008717161,20,10,20
5415,ST8427,g,美丽S的S谎言,1008695376,20,10,20
5416,ST8422,g,蔡霸,1008230445,20,10,20
5417,ST7932,g,吾宇,1008211509,20,10,20
5418,ST8099,g,水中看荷花===,1008198398,20,10,20
5419,ST7944,g,战滕仪飞,1008480763,20,10,20
5420,ST8096,g,xiehong73,1008301791,20,10,20
5421,ST8332,g,绝情天尊@,1008343483,20,10,20
5422,ST8169,g,鱼儿的传说,1008425933,20,10,20
5423,ST7869,g,晨曦剑客,1009559544,20,10,20
5424,ST8334,g,ZZZZGGGG123,1009636803,20,10,20
5425,ST7776,g,@魔尊者@,1009674256,20,10,20
5426,ST7864,g,幽冥丨清风,1009691225,20,10,20
5427,ST7865,g,安逸小白蚁,1009400123,20,10,20
5428,ST8051,g,别伤,1009428880,20,10,20
5429,ST8052,g,彼岸禁,1009433744,20,10,20
5430,ST7706,g,三人世界,1009449727,20,10,20
5431,ST8482,g,天下无敌1202,1009526750,20,10,20
5432,ST8481,g,君懿凌峰,1009739119,20,10,20
5433,ST8335,g,我94打酱油的,1009728631,20,10,20
5434,ST8057,g,我敌6,1009719189,20,10,20
5435,ST7952,g,苓衔主演,1009764172,20,10,20
5436,ST7953,g,上海流氓,1009766698,20,10,20
5437,ST8055,g,喃喃妹人族,1009838135,20,10,20
5438,ST8056,g,崇州一名,1009840221,20,10,20
5439,ST8058,g,舞动=风云,1009847480,20,10,20
5440,ST7870,g,珑之狂舞,1009939064,20,10,20
5441,ST8059,g,斯文就用武,1009977811,20,10,20
5442,ST8060,g,雪@狼共创,1009978262,20,10,20
5443,ST7950,g,天涯引,1009925151,20,10,20
5444,ST7951,g,鸿雨飞舞,1009929388,20,10,20
5445,ST7716,g,做男人就是累啊,1010546513,20,10,20
5446,ST7717,g,酷酷小昀,1010547713,20,10,20
5447,ST8172,g,血鹰小艺,1010493376,20,10,20
5448,ST7874,g,冷血十一娘,1010477445,20,10,20
5449,ST7872,g,无声地消逝,1010587519,20,10,20
5450,ST8451,g,忘怀丶呐伤痛,1010602690,20,10,20
5451,ST8171,g,沙莫之花绝情雨,1010569884,20,10,20
5452,ST8477,g,无极尊III残弦,1010376289,20,10,20
5453,ST8173,g,捻汝矫,1010352385,20,10,20
5454,ST7877,g,无声520,1010317577,20,10,20
5455,ST7719,g,剑火最狂,1010424217,20,10,20
5456,ST7875,g,Angle唯美K,1010471812,20,10,20
5457,ST7791,g,梦幻之女#,1010080750,20,10,20
5458,ST7792,g,追逐红尘有爱,1010081849,20,10,20
5459,ST8170,g,天天1214,1009993020,20,10,20
5460,ST8050,g,随风抄家,1009980164,20,10,20
5461,ST7876,g,ai一对吗,1010190423,20,10,20
5462,ST7954,g,藐视铨服一条龙,1010199779,20,10,20
5463,ST8048,g,神龙征战,1010126995,20,10,20
5464,ST8049,g,人飞凤舞,1010129054,20,10,20
5465,ST8047,g,远战飞龙天师,1010285258,20,10,20
5466,ST8340,g,泰山=,1010908841,20,10,20
5467,ST8067,g,温柔o0o猪猪,1010857039,20,10,20
5468,ST8174,g,哭泣的刀呜呜呜,1010867950,20,10,20
5469,ST8175,g,傲世炫妃,1010873489,20,10,20
5470,ST8176,g,情圣阿龙,1010874150,20,10,20
5471,ST7789,g,Crazy东东,1010806288,20,10,20
5472,ST7790,g,@风华绝代1,1010813162,20,10,20
5473,ST7962,g,许n1七世温柔,1010820022,20,10,20
5474,ST7721,g,广西坏人,1010843816,20,10,20
5475,ST7788,g,真心兑你好,1010744825,20,10,20
5476,ST7873,g,我第三者,1010738968,20,10,20
5477,ST7718,g,疯之死神,1010635668,20,10,20
5478,ST7786,g,嫩牛吃老草123,1010625449,20,10,20
5479,ST7787,g,凌乱叶子,1010628131,20,10,20
5480,ST8452,g,霸王ABC,1011104805,20,10,20
5481,ST8064,g,炫灬情谊丨战神,1011166422,20,10,20
5482,ST8065,g,力量的美丽,1011161245,20,10,20
5483,ST8066,g,瞳孔中有你,1011161453,20,10,20
5484,ST7720,g,极妙,1011130469,20,10,20
5485,ST8177,g,时间让你改变,1011031737,20,10,20
5486,ST8178,g,干人,1011033388,20,10,20
5487,ST8183,g,终结你的xiao命,1011040593,20,10,20
5488,ST7871,g,炫灬情谊丨武圣,1011047501,20,10,20
5489,ST7785,g,飞龙@啸天,1011307915,20,10,20
5490,ST8337,g,血煞8星,1011393392,20,10,20
5491,ST8184,g,放成,1011361100,20,10,20
5492,ST8338,g,雄师霸王,1011697072,20,10,20
5493,ST8068,g,丨星丶晨_,1011693088,20,10,20
5494,ST8069,g,浪海涛源,1011688609,20,10,20
5495,ST8070,g,无情之火,1011693596,20,10,20
5496,ST7960,g,魅力V男人,1011664729,20,10,20
5497,ST7713,g,`独战天涯`,1011606788,20,10,20
5498,ST7961,g,孤雪枫,1011492621,20,10,20
5499,ST8453,g,h2020,1011432074,20,10,20
5500,ST8446,g,天之家族,1011442260,20,10,20
5501,ST8447,g,小小色郎2,1011442540,20,10,20
5502,ST8448,g,ASZD,1011562354,20,10,20
5503,ST8339,g,绝恋冷血飞,1011574943,20,10,20
5504,ST8182,g,老大你死人啊,1011515738,20,10,20
5505,ST7959,g,小玉小魔女,1012044529,20,10,20
5506,ST7958,g,我是垃圾安安,1012063583,20,10,20
5507,ST7957,g,九星真人,1012057283,20,10,20
5508,ST8343,g,若丶De倾城,1012159636,20,10,20
5509,ST7956,g,shung顺,1012181757,20,10,20
5510,ST8444,g,隐====士,1012138566,20,10,20
5511,ST8341,g,九纹龙来,1012150738,20,10,20
5512,ST8342,g,逍遥女人2011,1012151036,20,10,20
5513,ST8063,g,逍遥傲冰龙,1011952390,20,10,20
5514,ST8449,g,利亚桑迪,1011964831,20,10,20
5515,ST8336,g,着迷的眼神,1011978721,20,10,20
5516,ST8450,g,落花DE,1011972764,20,10,20
5517,ST7714,g,布拉格傲气,1011999656,20,10,20
5518,ST7715,g,冰燕娇娃,1011882877,20,10,20
5519,ST7916,g,神话VS晓@,1011847564,20,10,20
5520,ST8179,g,乡帅,1011925908,20,10,20
5521,ST7784,g,怜香小公子,1011898079,20,10,20
5522,ST8110,g,龙腾凤翱翔,1013421657,20,10,20
5523,ST7841,g,我的云儿宝贝,1013408493,20,10,20
5524,ST8109,g,窘临天下11,1013426061,20,10,20
5525,ST8433,g,邪魔屠神2011,1013480079,20,10,20
5526,ST8241,g,战必胜NO1,1013504809,20,10,20
5527,ST8240,g,杨王万岁,1013499010,20,10,20
5528,ST8009,g,我de娃,1013533682,20,10,20
5529,ST8010,g,Jaychen,1013535001,20,10,20
5530,ST7846,g,天煞紫龙杀,1013548851,20,10,20
5531,ST7847,g,林少94拽,1013548854,20,10,20
5532,ST7914,g,大侠嗯,1013643902,20,10,20
5533,ST7915,g,月夜狂奔kl,1013646212,20,10,20
5534,ST8346,g,GXAFQ,1013605831,20,10,20
5535,ST8349,g,风格看mm,1013616827,20,10,20
5536,ST8108,g,aspec555,1013572425,20,10,20
5537,ST8434,g,A颛顼A,1013594092,20,10,20
5538,ST8112,g,符合逻辑1,1013058503,20,10,20
5539,ST8432,g,金壳郎人1,1013078336,20,10,20
5540,ST8429,g,恶魔天使哈哈,1013186632,20,10,20
5541,ST8235,g,青楼男,1013190036,20,10,20
5542,ST8430,g,爱丽心不变,1013180028,20,10,20
5543,ST7685,g,无情VS小鬼,1013154160,20,10,20
5544,ST8344,g,好家几何学乘法,1013371635,20,10,20
5545,ST8345,g,迷芒2011,1013364868,20,10,20
5546,ST8435,g,天下无升,1013342036,20,10,20
5547,ST8431,g,liu落叶,1013333571,20,10,20
5548,ST7677,g,竹静,1013257940,20,10,20
5549,ST7684,g,天将宝贝,1013249127,20,10,20
5550,ST8236,g,大莫判官6666,1013202566,20,10,20
5551,ST8185,g,灬泪丶残忍灬,1012696163,20,10,20
5552,ST8186,g,瑞海,1012791482,20,10,20
5553,ST7844,g,@天下王者,1012744198,20,10,20
5554,ST7686,g,雇佣兵`桀,1012814932,20,10,20
5555,ST8111,g,小罗k,1012927312,20,10,20
5556,ST8347,g,娓娓稀释,1012936601,20,10,20
5557,ST8113,g,爱你的撒播,1012919031,20,10,20
5558,ST8234,g,事实上撒伍的无,1012973057,20,10,20
5559,ST7918,g,哥永远爱你旋,1012944686,20,10,20
5560,ST8233,g,霸王花DJ,1012975932,20,10,20
5561,ST7842,g,爱你QQQQ,1012997134,20,10,20
5562,ST7682,g,冰O弹O球,1013004632,20,10,20
5563,ST7683,g,小H凡,1013001728,20,10,20
5564,ST7679,g,狂杀天下我也,1012497148,20,10,20
5565,ST7680,g,彡血涩灬荣哥,1012494496,20,10,20
5566,ST8180,g,碧落==黄泉,1012508244,20,10,20
5567,ST8181,g,魔神帅男,1012510975,20,10,20
5568,ST7681,g,葬天耍大刀,1012605830,20,10,20
5569,ST7919,g,爱在8心中,1012636510,20,10,20
5570,ST8013,g,冒牌天神3,1012479490,20,10,20
5571,ST8061,g,佳人寻武,1012411494,20,10,20
5572,ST8062,g,我刀一挥死一堆,1012412247,20,10,20
5573,ST8445,g,战场上de指挥家,1012278679,20,10,20
5574,ST7917,g,花姑娘的干活批,1012211519,20,10,20
5575,ST7843,g,新彩电子公司,1012339452,20,10,20
5576,ST7955,g,丿Kiss丶空虚,1012316213,20,10,20
5577,ST8106,g,@雨竹@,1013666756,20,10,20
5578,ST8012,g,石付魔男,1013687268,20,10,20
5579,ST7888,g,空虚2011,1016184257,20,10,20
5580,ST8247,g,丨逆天丨邪圣,1016034722,20,10,20
5581,ST8248,g,yi丶夜丶情,1016029545,20,10,20
5582,ST7795,g,@彩凤,1016005123,20,10,20
5583,ST7702,g,风神泪神,1016318653,20,10,20
5584,ST7703,g,玄风狂人,1016334054,20,10,20
