帐号ID,帐号名,帐号密码,角色名称,角色ID,等级,"玩法模式0.个人,1.撮合",匹配分修改
1253,ST2253,g,ST2253,103661,1,1,
1254,ST2254,g,ST2254,103662,1,1,
1255,ST2255,g,ST2255,103663,1,1,
1256,ST2256,g,ST2256,103664,1,1,
1257,ST2257,g,ST2257,103665,1,1,
1258,ST2258,g,ST2258,103666,1,1,
1259,ST2259,g,ST2259,103667,1,1,
1260,ST2260,g,ST2260,103668,1,1,
1261,ST2261,g,ST2261,103669,1,1,
1262,ST2262,g,ST2262,103670,1,1,
1263,ST2263,g,ST2263,103671,1,1,
1264,ST2264,g,ST2264,103672,1,1,
1265,ST2265,g,ST2265,103673,1,1,
1266,ST2266,g,ST2266,103674,1,1,
1267,ST2267,g,ST2267,103675,1,1,
1268,ST2268,g,ST2268,103676,1,1,
1269,ST2269,g,ST2269,103677,1,1,
1270,ST2270,g,ST2270,103678,1,1,
1271,ST2271,g,ST2271,103679,1,1,
1272,ST2272,g,ST2272,103680,1,1,
1273,ST2273,g,ST2273,103681,1,1,
1274,ST2274,g,ST2274,103682,1,1,
1275,ST2275,g,ST2275,103683,1,1,
1276,ST2276,g,ST2276,103684,1,1,
1277,ST2277,g,ST2277,103685,1,1,
1278,ST2278,g,ST2278,103686,1,1,
1279,ST2279,g,ST2279,103687,1,1,
1280,ST2280,g,ST2280,103688,1,1,
1281,ST2281,g,ST2281,103689,1,1,
1282,ST2282,g,ST2282,103690,1,1,
1283,ST2283,g,ST2283,103691,1,1,
1284,ST2284,g,ST2284,103692,1,1,
1285,ST2285,g,ST2285,103693,1,1,
1286,ST2286,g,ST2286,103694,1,1,
1287,ST2287,g,ST2287,103695,1,1,
1288,ST2288,g,ST2288,103696,1,1,
1289,ST2289,g,ST2289,103697,1,1,
1290,ST2290,g,ST2290,103698,1,1,
1291,ST2291,g,ST2291,103699,1,1,
1292,ST2292,g,ST2292,103700,1,1,
1293,ST2293,g,ST2293,103701,1,1,
1294,ST2294,g,ST2294,103702,1,1,
1295,ST2295,g,ST2295,103703,1,1,
1296,ST2296,g,ST2296,103704,1,1,
1297,ST2297,g,ST2297,103705,1,1,
1298,ST2298,g,ST2298,103706,1,1,
1299,ST2299,g,ST2299,103707,1,1,
1300,ST2300,g,ST2300,103708,1,1,
1301,ST2301,g,ST2301,103709,1,1,
1302,ST2302,g,ST2302,103710,1,1,
1303,ST2303,g,ST2303,103711,1,1,
1304,ST2304,g,ST2304,103712,1,1,
1305,ST2305,g,ST2305,103713,1,1,
1306,ST2306,g,ST2306,103714,1,1,
1307,ST2307,g,ST2307,103715,1,1,
1308,ST2308,g,ST2308,103716,1,1,
1309,ST2309,g,ST2309,103717,1,1,
1310,ST2310,g,ST2310,103718,1,1,
1311,ST2311,g,ST2311,103719,1,1,
1312,ST2312,g,ST2312,103720,1,1,
1313,ST2313,g,ST2313,103721,1,1,
1314,ST2314,g,ST2314,103722,1,1,
1315,ST2315,g,ST2315,103723,1,1,
1316,ST2316,g,ST2316,103724,1,1,
1317,ST2317,g,ST2317,103725,1,1,
1318,ST2318,g,ST2318,103726,1,1,
1319,ST2319,g,ST2319,103727,1,1,
1320,ST2320,g,ST2320,103728,1,1,
1321,ST2321,g,ST2321,103729,1,1,
1322,ST2322,g,ST2322,103730,1,1,
1323,ST2323,g,ST2323,103731,1,1,
1324,ST2324,g,ST2324,103732,1,1,
1325,ST2325,g,ST2325,103733,1,1,
1326,ST2326,g,ST2326,103734,1,1,
1327,ST2327,g,ST2327,103735,1,1,
1328,ST2328,g,ST2328,103736,1,1,
1329,ST2329,g,ST2329,103737,1,1,
1330,ST2330,g,ST2330,103738,1,1,
1331,ST2331,g,ST2331,103739,1,1,
1332,ST2332,g,ST2332,103740,1,1,
1333,ST2333,g,ST2333,103741,1,1,
1334,ST2334,g,ST2334,103742,1,1,
1335,ST2335,g,ST2335,103743,1,1,
1336,ST2336,g,ST2336,103744,1,1,
1337,ST2337,g,ST2337,103745,1,1,
1338,ST2338,g,ST2338,103746,1,1,
1339,ST2339,g,ST2339,103747,1,1,
1340,ST2340,g,ST2340,103748,1,1,
1341,ST2341,g,ST2341,103749,1,1,
1342,ST2342,g,ST2342,103750,1,1,
